1,2024-03-23 09:32:41.083,2024-03-23 09:32:41.083,Clean up house,false,1,3
2,2023-11-23 09:32:41.083,2024-03-23 09:32:41.083,complete unity course ,true,4,2
3,2023-09-29 09:32:41.083,2024-03-23 09:32:41.083,remind Vova about dept,false,4,2
4,2024-03-23 09:32:41.087,2024-03-23 09:32:41.087,workout,false,4,1
5,2024-03-23 09:32:41.087,2024-03-23 09:32:41.087,read white paper of Grass,true,5,1
6,2024-03-23 09:32:41.090,2023-07-30 09:32:41.090,buy BTC,false,1,3
7,2024-03-23 09:32:41.090,2024-03-23 09:32:41.090,sell ETH,true,4,5
8,2024-03-23 09:32:41.090,2024-03-23 09:32:41.090,Take a picture of sunset in Priston,true,8,4
9,2024-03-23 09:32:41.090,2024-05-31 09:32:41.090,Run,false,10,1
10,2024-03-23 09:32:41.093,2024-03-23 09:32:41.093,Pushups,true,10,5
11,2024-03-23 09:32:41.097,2024-03-23 09:32:41.097,Pullups,false,1,2
12,2024-03-23 09:32:41.097,2024-03-23 09:32:41.097,Github settings,true,4,1
13,2024-03-23 09:32:41.100,2024-04-27 09:32:41.100,Create new project,false,1,1
14,2024-03-23 09:32:41.100,2024-03-23 09:32:41.100,Github settings,true,4,3
15,2024-03-23 09:32:41.100,2024-03-23 09:32:41.100,Github,false,4,1
16,2024-03-23 09:32:41.103,2024-03-23 09:32:41.103,Iron,true,2,2
17,2024-03-23 09:32:41.103,2024-03-23 09:32:41.103,Walking,false,4,3
18,2024-03-23 09:32:41.103,2024-03-23 09:32:41.103,Work,true,4,1
19,2024-03-23 09:32:41.107,2024-03-23 09:32:41.107,Sleep,true,4,4
20,2024-03-23 09:32:41.107,2024-03-23 09:32:41.107,Nap,false,3,4
21,2024-03-23 09:32:41.110,2024-03-23 09:32:41.110,Coffee braeke,true,4,5
22,2024-03-23 09:32:41.110,2024-03-23 09:32:41.110,reading,false,4,1
23,2024-03-23 09:32:41.110,2024-03-23 09:32:41.110,starving,true,23,5
24,2024-03-23 09:32:41.113,2024-03-23 09:32:41.113,sell unnessasary staff,false,4,5
25,2024-03-23 09:32:41.113,2024-03-23 09:32:41.113,buy V-backs,true,23,1
26,2024-03-23 09:32:41.113,2024-03-23 09:32:41.113,lego builing,true,2,1
27,2024-03-23 09:32:41.117,2024-03-23 09:32:41.117,plant tree,false,4,4
28,2024-03-23 09:32:41.117,2024-03-23 09:32:41.117,create new island,false,4,1
29,2024-03-23 09:32:41.120,2024-03-23 09:32:41.120,Download task,true,23,1
30,2024-03-23 09:32:41.120,2024-03-23 09:32:41.120,Complete course,false,4,1
31,2024-03-23 09:32:41.120,2024-03-23 09:32:41.120,do ex,false,4,3
32,2024-03-23 09:32:41.120,2024-03-23 09:32:41.120,pass exam,true,32,1
33,2024-03-23 09:32:41.123,2024-03-23 09:32:41.123,autoscholl,false,32,2
34,2024-03-23 09:32:41.123,2024-03-23 09:32:41.123,dancing,true,34,1
35,2024-03-23 09:32:41.123,2024-03-23 09:32:41.123,swiming,false,34,3
36,2024-03-23 09:32:41.123,2024-03-23 09:32:41.123,dualingo,true,34,2
37,2024-03-23 09:32:41.127,2024-03-23 09:32:41.127,steam,false,37,1
38,2024-03-23 09:32:41.127,2024-03-23 09:32:41.127,"CS
",false,5,4
39,2024-03-23 09:32:41.130,2024-03-23 09:32:41.130,Rust Farm,true,2,1
40,2024-03-23 09:32:41.130,2024-03-23 09:32:41.130,Grass airdrop,false,37,5
41,2024-03-23 09:32:41.130,2024-03-23 09:32:41.130,Touch grass,true,3,5
42,2024-03-23 09:32:41.130,2024-03-23 09:32:41.130,complete homework,false,5,5
43,2024-03-23 09:32:41.133,2024-03-23 09:32:41.133,laizering,false,37,1
44,2024-03-23 09:32:41.133,2024-03-23 09:32:41.133,clean water,false,2,4
45,2024-03-23 09:32:41.133,2024-03-23 09:32:41.133,pass usb,false,45,3
46,2024-03-23 09:32:41.137,2024-03-23 09:32:41.137,determinate,true,5,2
47,2024-03-23 09:32:41.137,2024-03-23 09:32:41.137,meditaion,false,48,1
48,2024-03-23 09:32:41.140,2024-03-23 09:32:41.140,homework,false,48,2
49,2024-03-23 09:32:41.140,2024-03-23 09:32:41.140,speking,false,5,4
50,2024-03-23 09:32:41.140,2024-03-23 09:32:41.140,hub,false,1,5
51,2024-03-23 09:32:41.140,2024-03-23 09:32:41.140,snapshot,true,2,1
52,2024-03-23 09:32:41.140,2024-03-23 09:32:41.140,idena,false,52,2
53,2024-03-23 09:32:41.143,2024-03-23 09:32:41.143,quality check,true,5,3
54,2024-03-23 09:32:41.143,2024-03-23 09:32:41.143,perfomans rewiew,false,54,1
